drugId,yearApproval,brandDrugName,originalDrugName,drugName,targetIds,interactorIds,targetType,sponsor,properties,therapeuticArea,indication,diseaseName,diseaseIds,relatedIds,diseaseType,diseaseClass,reviewType,hasAnyGE,hasInteractorDiseasesGE,hasTargetRelatedGE,hasInteractorRelatedGE,hasTargetDiseaseGE
CHEMBL3187723,2018,Mektovi,Binimetinib,BINIMETINIB,"ENSG00000169032,ENSG00000126934","ENSG00000132155,ENSG00000157764,ENSG00000078061,ENSG00000100030,ENSG00000108953,ENSG00000102882,ENSG00000109971,ENSG00000137693,ENSG00000141068,ENSG00000142192,ENSG00000166913,ENSG00000172530",Original,Array BioPharma,MEK inhibitor,Oncology,BRAF-mutated melanoma,melanoma,EFO_0000756,NA,Original,Serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297852,2018,Oxervate,Cenegermin,CENEGERMIN,"ENSG00000140538,ENSG00000148053,ENSG00000198400","ENSG00000142192,ENSG00000146648",Interactor,Domp‚Äö√†√∂¬¨¬©,Recombinant NGF,Other indication,Neurotrophic keratitis,keratitis,EFO_0009449,NA,Original,Not serious,"P,O,B,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4297610,2022,Rezlidhia,Olutasidenib,Olutasidenib,ENSG00000138413,"ENSG00000138413,ENSG00000072062,ENSG00000163513,ENSG00000179218",Original,Rigel/Forma,IDH1 inhibitor,Oncology,IDH1-mutated AML,acute myeloid leukemia,EFO_0000222,NA,Original,Serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL1187833,CHEMBL1198857",2013,Anoro Ellipta,"Umeclidinium, vilanterol","UMECLIDINIUM,VILANTEROL","ENSG00000133019,ENSG00000169252","ENSG00000113369,ENSG00000163485,NA",Original,GSK,Anticholinergic and a LABA,Other indication,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EFO_0000341,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297770,2018,Tegsedi,Inotersen,INOTERSEN,ENSG00000118271,ENSG00000118271,Original,Ionis Pharmaceuticals,TTR-directed antisense oligonucleotide,Other indication,Hereditary TTR-mediated amyloidosis,hereditary ATTR amyloidosis,MONDO_0017132,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297778,2021,Zynlonta,Loncastuximab tesirine,Loncastuximabtesirine,ENSG00000177455,ENSG00000211899,Original,ADC Therapeutics,CD19-targeted ADC,Oncology,B-cell lymphoma,B-cell non-Hodgkins lymphoma,EFO_1001938,NA,Original,Serious,"P,O,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4066936,2021,Verquvo,Vericiguat,Vericiguat,"ENSG00000123201,ENSG00000061918,ENSG00000152402,ENSG00000164116","ENSG00000061918,ENSG00000164116",Original,Merck & Co./Bayer,sGC stimulator,Other indication,Chronic heart failure,coronary artery disease,EFO_0001645,NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL376359,2013,Nesina,Alogliptin,ALOGLIPTIN,ENSG00000197635,"ENSG00000197635,ENSG00000159224,ENSG00000169248",Original,Takeda,DPP4 inhibitor,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2042122,2013,Vizamyl,Flutemetamol F-18,FLUTEMETAMOLF-18,ENSG00000142192,"ENSG00000080815,ENSG00000130203,ENSG00000137642,ENSG00000137845,ENSG00000142192,ENSG00000143801,ENSG00000186868,ENSG00000070808,ENSG00000132535,ENSG00000007047,ENSG00000073060,ENSG00000120885,ENSG00000120899,ENSG00000121653,ENSG00000128482,ENSG00000129219,ENSG00000131042,ENSG00000138613,ENSG00000139318,ENSG00000163879,ENSG00000165916,ENSG00000168077",Original,GE Healthcare,Radioactive diagnostic agent,Other indication,PET imaging of the brain to estimate beta-amyloid neuritic plaque density in patients who are being evaluated for Alzheimer's disease,neuritic plaque measurement; Alzheimer disease,"EFO_0006798,MONDO_0004975",NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2364648,2017,Tremfya,Guselkumab,GUSELKUMAB,"ENSG00000113302,ENSG00000110944","ENSG00000110944,ENSG00000113302,ENSG00000162594",Original,Janssen/Johnson & Johnson,IL-23 blocker,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,EFO_0000676,Original,Not serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4582651,2020,Gavreto,Pralsetinib,PRALSETINIB,"ENSG00000170759,ENSG00000165731,ENSG00000108091","ENSG00000146648,ENSG00000165731,ENSG00000171094,ENSG00000105568,ENSG00000108091,ENSG00000109670,ENSG00000110395,ENSG00000124181,ENSG00000160867,ENSG00000164305,ENSG00000168610,ENSG00000170759,ENSG00000113575,ENSG00000104695,ENSG00000137076,ENSG00000168002,ENSG00000170027,ENSG00000188191",Original,Blueprint Medicines/Roche,RET kinase inhibitor,Oncology,RET fusion-positive NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2219536,2013,Kynamro,Mipomersen,MIPOMERSEN,ENSG00000084674,"ENSG00000130164,ENSG00000138823",Original,Genzyme,Oligonucleotide inhibitor of apolipoprotein B100 synthesis,Other indication,Homozygous familial hypercholesterolaemia,homozygous familial hypercholesterolemia,MONDO_0018328,EFO_0004611,Original,Serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297723,2018,Libtayo,Cemiplimab,CEMIPLIMAB,ENSG00000188389,"ENSG00000120217,ENSG00000179295,ENSG00000197646,ENSG00000006125,ENSG00000121594",Interactor,Regeneron/Sanofi,PD1 antibody,Oncology,"CSCC, BCC(*), NSCLC(*)",cutaneous squamous cell carcinoma; basal cell carcinoma; non-small cell lung carcinoma,"EFO_1001927,EFO_0004193,EFO_0003060",NA,Original,Serious,"P,B",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4297528,2020,Evrysdi,Risdiplam,RISDIPLAM,ENSG00000205571,"ENSG00000107290,ENSG00000172062,ENSG00000205571,ENSG00000079805,ENSG00000169057,ENSG00000182004,ENSG00000187191,ENSG00000197386,ENSG00000204410",Original,Roche/Genentech,SMN2 splicing modifier,Other indication,Spinal muscular atrophy,spinal muscular atrophy,EFO_0008525,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2107834,2013,Adempas,Riociguat,RIOCIGUAT,"ENSG00000123201,ENSG00000164116,ENSG00000061918,ENSG00000152402",ENSG00000164116,Original,Bayer,Soluble guanylyl cyclase stimulator,Other indication,Persistent or recurrent chronic thromboembolic pulmonary hypertension and pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,EFO_0000537,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL315985,2013,Aptiom,Eslicarbazepine,ESLICARBAZEPINE,"ENSG00000168356,ENSG00000169432,ENSG00000144285,ENSG00000007314,ENSG00000136546,ENSG00000185313,ENSG00000136531,ENSG00000183873,ENSG00000196876,ENSG00000153253","ENSG00000102466,ENSG00000105711,ENSG00000114279,NA",Original,Sunovion,"MOA unknown, but thought to involve voltage-gated sodium channels",Other indication,Partial-onset seizures,Seizure,HP_0001250,NA,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3833373,2017,Bavencio,Avelumab,AVELUMAB,ENSG00000120217,ENSG00000197646,Original,Merck KGaA/Pfizer,PDL1-blocking antibody,Oncology,Merkel cell carcinoma,Merkel cell skin cancer,EFO_1001471,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108027,2014,Trulicity,Dulaglutide,DULAGLUTIDE,ENSG00000112164,NA,Original,Eli Lilly,GLP1-receptor agonist,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2109540,2015,Praluent,Alirocumab,ALIROCUMAB,ENSG00000169174,ENSG00000130164,Original,Sanofi,PCSK9 inhibitor,Other indication,LDL lowering,low density lipoprotein cholesterol measurement,EFO_0004611,NA,Original,Not serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2103822,2014,Hetlioz,Tasimelteon,TASIMELTEON,"ENSG00000134640,ENSG00000168412",NA,Original,Vanda,Melatonin-receptor agonist,Other indication,Non-24-hour sleep-wake disorder,sleep-wake disorder,MONDO_0003406,EFO_0008328,Related,Not serious,"P,O",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL1287853,2019,Inrebic,Fedratinib,FEDRATINIB,"ENSG00000096968,ENSG00000122025","ENSG00000096968,ENSG00000097007,ENSG00000117400,ENSG00000122025,ENSG00000179295",Original,Celgene/BMS,JAK2 and FLT3 inhibitor,Other indication,Myelofibrosis,myelofibrosis,MONDO_0044903,NA,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1800159,2020,Orgovyx,Relugolix,RELUGOLIX,ENSG00000109163,NA,Original,Myovant Sciences,GnRH receptor antagonist,Oncology,Prostate cancer,prostate cancer,MONDO_0008315,NA,Original,Serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3306803,2019,Caplyta,Lumateperone,LUMATEPERONE,"ENSG00000102468,ENSG00000108576,ENSG00000149295","ENSG00000078369,ENSG00000102468,ENSG00000118432,ENSG00000128271,ENSG00000142319,ENSG00000147246,ENSG00000147955,ENSG00000162946,ENSG00000164082,ENSG00000149295",Original,Intra-Cellular Therapies,Atypical antipsychotic,Other indication,Schizophrenia,schizophrenia,MONDO_0005090,NA,Original,Not concordant,"S,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2364638,2019,Ubrelvy,Ubrogepant,UBROGEPANT,ENSG00000064989,ENSG00000110680,Interactor,Allergan,CGRP receptor antagonist,Other indication,Migraine with or without aura,migraine disorder,MONDO_0005277,NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4297750,2022,Vabysmo,Faricimab,Faricimab,"ENSG00000112715,ENSG00000091879","ENSG00000099250,ENSG00000112715",Original,Roche/Genentech,VEGF _ ANG2 bispecific antibody,Other indication,nAMD and DME,age-related macular degeneration,EFO_0001365,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108724,2017,Ozempic,Semaglutide,SEMAGLUTIDE,ENSG00000112164,NA,Original,Novo Nordisk,GLP1 receptor agonist,Other indication,Type 2 diabetes mellitus,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3991065,2021,Qulipta,Atogepant,Atogepant,ENSG00000064989,ENSG00000110680,Interactor,AbbVie,CGRP receptor antagonist,Other indication,Episodic migraine,migraine disorder,MONDO_0005277,NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2107333,2013,Tecfidera,Dimethyl fumarate,DIMETHYLFUMARATE,ENSG00000079999,NA,Original,Biogen Idec,MOA unknown; activates NRF2 pathway,Other indication,Relapsing forms of multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,MONDO_0005301,Related,Serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2108658,2022,Imjudo,Tremelimumab,Tremelimumab,ENSG00000163599,ENSG00000145675,Interactor,AstraZeneca,CTLA4-targeted mAb,Oncology,Hepatocellular carcinoma,hepatocellular carcinoma,EFO_0000182,MONDO_0018531,Original,Serious,"S,O",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL1743049,2016,Lartruvo,Olaratumab,OLARATUMAB,ENSG00000134853,"ENSG00000100311,ENSG00000113721,ENSG00000124181,ENSG00000146648",Original,Eli Lilly,PDGFRalpha-blocking antibody,Oncology,Soft tissue sarcoma,soft tissue sarcoma,EFO_1001968,NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3833329,2018,Aimovig,Erenumab,ERENUMAB,ENSG00000064989,ENSG00000110680,Interactor,Amgen/Novartis,CGRP receptor antibody,Other indication,Migraine,migraine disorder,MONDO_0005277,NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL608533,2017,Rydapt,Midostaurin,MIDOSTAURIN,"ENSG00000163932,ENSG00000115825,ENSG00000166501,ENSG00000171132,ENSG00000163558,ENSG00000184304,ENSG00000065675,ENSG00000126583,ENSG00000027075,ENSG00000067606,ENSG00000154229,ENSG00000128052,ENSG00000122025,ENSG00000157404,ENSG00000134853,ENSG00000113721",NA,Original,Novartis,FLT3 inhibitor,Oncology,FLT3-positive AML,"acute myeloid leukemia, FLT3 internal tandem duplication",MONDO_0100415,EFO_0000222,Related,Serious,"P,O,B,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3989924,2018,Lutathera,Lutetium Lu 177 dotatate,LUTETIUMLU177DOTATATE,"ENSG00000139874,ENSG00000162009,ENSG00000278195,ENSG00000132671,ENSG00000180616",ENSG00000145675,Interactor,Advanced Accelerator Applications/Novartis,Somatostatin receptor-targeted radiopharmaceutical,Oncology,GEP-NETs,digestive system neuroendocrine neoplasm,MONDO_0024503,NA,Original,Serious,"P,O,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2107869,2015,Tresiba,Insulin degludec,INSULINDEGLUDEC,ENSG00000171105,"ENSG00000145675,ENSG00000254647,ENSG00000169047,ENSG00000171105,ENSG00000197594,ENSG00000075624,ENSG00000081237,ENSG00000106070,ENSG00000135439,ENSG00000178188,ENSG00000179295,ENSG00000185950,ENSG00000196396,ENSG00000124181,ENSG00000140443,ENSG00000149177,ENSG00000153233",Original,Novo Nordisk,Long-acting insulin,Other indication,Diabetes,diabetes mellitus,EFO_0000400,NA,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2043437,2018,Daurismo,Glasdegib,GLASDEGIB,ENSG00000128602,ENSG00000185920,Original,Pfizer,Hedgehog pathway inhibitor,Oncology,AML,acute myeloid leukemia,EFO_0000222,NA,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2107874,2019,Evenity,Romosozumab,ROMOSOZUMAB,ENSG00000167941,"ENSG00000162337,ENSG00000070018",Original,Amgen,Sclerostin inhibitor,Other indication,Osteoporosis,osteoporosis,EFO_0003882,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4594406,2022,Pluvicto,Lutetium Lu-177 vipivotide tetraxetan,LutetiumLu-177vipivotidetetraxetan,ENSG00000142515,ENSG00000169083,Original,Novartis,PSMA-binding radioligand therapeutic agent,Oncology,PSMA-positive prostate cancer,prostate carcinoma,EFO_0001663,NA,Original,Serious,"P,B",TRUE,FALSE,FALSE,FALSE,TRUE
"CHEMBL3707377,CHEMBL691",2018,Annovera,"Segesterone acetate, ethinyl estradiol","SEGESTERONEACETATE,ETHINYLESTRADIOL","ENSG00000082175,ENSG00000091831","ENSG00000091831,ENSG00000091831",Original,TherapeuticsMD,Progestin and estrogen combined hormonal contraceptive,Other indication,Female contraception,contraception,EFO_0009520,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297340,2016,Netspot,Gallium Ga-68 dotatate,GALLIUMGA-68DOTATATE,ENSG00000180616,ENSG00000145675,Interactor,Advanced Accelerator Applications,Radioactive diagnostic,Other indication,Neuroendocrine tumours,neuroendocrine neoplasm,EFO_1001901,NA,Original,Serious,"P,O",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2103883,2018,Doptelet,Avatrombopag,AVATROMBOPAG,ENSG00000117400,"NA,ENSG00000096968",Original,Dova Pharmaceuticals,Thrombopoietin receptor agonist,Other indication,Thrombocytopenia,thrombocytopenia,HP_0001873,NA,Original,Not concordant,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108681,2018,Ilumya,Tildrakizumab,TILDRAKIZUMAB,"ENSG00000110944,ENSG00000113302","ENSG00000110944,ENSG00000113302,ENSG00000162594",Original,Sun Pharma,IL-23 antibody,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,EFO_0000676,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4204794,2020,Ayvakit,Avapritinib,AVAPRITINIB,"ENSG00000157404,ENSG00000134853","NA,ENSG00000111252,ENSG00000113721,ENSG00000146648,ENSG00000049130",Original,Blueprint Medicines,"PDGFRA, PDGFRA mutants and KIT kinase inhibitor",Oncology,GIST with PDGFRA exon 18 mutations,gastrointestinal stromal tumor,MONDO_0011719,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL607400,2016,Briviact,Brivaracetam,BRIVARACETAM,"ENSG00000159164,ENSG00000144285",NA,Original,UCB,"Anticonvulsant with unknown MOA, binds to SV2A",Other indication,Partial-onset seizures,Focal-onset seizure,HP_0007359,HP_0001250,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1743007,2015,Darzalex,Daratumumab,DARATUMUMAB,ENSG00000004468,NA,Original,Johnson & Johnson,CD38-directed mAb,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Related,Serious,"P,O,B,A,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2218919,2021,Lupkynis,Voclosporin,Voclosporin,ENSG00000138814,NA,Original,Aurinia,Calcineurin inhibitor,Other indication,Lupus nephritis,lupus nephritis,EFO_0005761,MONDO_0007915,Related,Serious,"P,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3707348,2017,Calquence,Acalabrutinib,ACALABRUTINIB,ENSG00000010671,"ENSG00000010671,ENSG00000117560",Original,AstraZeneca/Acerta Pharma,BTK inhibitor,Oncology,Mantle cell lymphoma,Mantle cell lymphoma,EFO_1001469,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3701238,2022,Lytgobi,Futibatinib,Futibatinib,"ENSG00000068078,ENSG00000077782,ENSG00000160867,ENSG00000066468",NA,Original,Taiho Oncology,FGFR kinase inhibitor,Oncology,FGFR2-aberrant intrahepatic cholangiocarcinoma,intrahepatic cholangiocarcinoma,EFO_1001961,EFO_0005221,Related,Serious,"P,O,B,A,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL502182,2018,Orilissa,Elagolix sodium,ELAGOLIXSODIUM,ENSG00000109163,NA,Original,AbbVie,GnRH receptor antagonist,Other indication,Pain associated with endometriosis,adenomyosis; pain,"MONDO_0010888,EFO_0003843",NA,Original,Not serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2103827,2014,Northera,Droxidopa,DROXIDOPA,"ENSG00000169252,ENSG00000170214,ENSG00000043591,ENSG00000120907,ENSG00000274286,ENSG00000184160,ENSG00000188778,ENSG00000150594,ENSG00000171873","ENSG00000171867,ENSG00000185359,ENSG00000197971",Interactor,Lundbeck,Synthetic amino-acid precursor of noradrenaline; MOA unknown,Other indication,Light-headedness in patients with neurogenic orthostatic hypotension,primary orthostatic hypotension,MONDO_0015914,NA,Original,Not serious,"P,O,A,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3833307,2020,Enspryng,Satralizumab,SATRALIZUMAB,"ENSG00000160712,ENSG00000134352",NA,Original,Roche/Genentech,IL-6R-directed mAb,Other indication,NMOSD,neuromyelitis optica,EFO_0004256,MONDO_0000568,Related,Serious,"S,O,B,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3039545,2019,Reblozyl,Luspatercept,LUSPATERCEPT,"ENSG00000105329,ENSG00000092969,ENSG00000119699","ENSG00000049323,ENSG00000076248,ENSG00000105329,ENSG00000105991,ENSG00000138615,ENSG00000151615,ENSG00000163430",Original,Celgene/BMS,Erythroid maturation agent,Other indication,Anaemia in beta-thalassaemia,beta thalassemia; anemia,"MONDO_0019402,MONDO_0002280",NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2105759,2018,Olumiant,Baricitinib,BARICITINIB,"ENSG00000096968,ENSG00000162434","ENSG00000096968,ENSG00000100368,ENSG00000134352,ENSG00000162434,ENSG00000065361,ENSG00000115415,ENSG00000168610",Original,Incyte/Eli Lilly,JAK inhibitor,Other indication,Rheumatoid arthritis,rheumatoid arthritis,EFO_0000685,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2028663,2013,Tafinlar,Dabrafenib,DABRAFENIB,ENSG00000157764,NA,Original,GSK,"Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases",Oncology,Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test,metastatic melanoma,EFO_0002617,EFO_0000756,Related,Serious,"S,O,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4297517,2022,Camzyos,Mavacamten,Mavacamten,ENSG00000092054,ENSG00000134571,Original,Bristol Myers Squibb,Cardiac myosin inhibitor,Other indication,Classes of obstructive HCM (Hypertrophic Obstructive Cardiomyopathy),hypertrophic cardiomyopathy,EFO_0000538,NA,Original,Serious,"S,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1289601,2015,Lenvima,Lenvatinib,LENVATINIB,"ENSG00000037280,ENSG00000128052,ENSG00000102755","ENSG00000037280,ENSG00000096384,ENSG00000110395,ENSG00000111679,ENSG00000128052,ENSG00000145675,ENSG00000197122,ENSG00000112715,ENSG00000149177,ENSG00000158092,ENSG00000160691",Original,Eisai,VEGFR inhibitor,Oncology,Thyroid cancer,thyroid cancer,MONDO_0002108,NA,Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1743062,2014,Cyramza,Ramucirumab,RAMUCIRUMAB,ENSG00000128052,"ENSG00000037280,ENSG00000111679,ENSG00000128052,ENSG00000197122,ENSG00000067225,ENSG00000142798,ENSG00000160691,ENSG00000179776",Original,Eli Lilly,VEGFR2 antagonist,Oncology,Gastric cancer,gastric cancer,MONDO_0001056,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL484785,2016,Eucrisa,Crisaborole,CRISABOROLE,"ENSG00000184588,ENSG00000113448,ENSG00000065989,ENSG00000105650",NA,Original,Pfizer/Anacor Pharmaceuticals,PDE4 inhibitor,Other indication,Atopic dermatitis,atopic eczema,EFO_0000274,"HP_0000964,MONDO_0002406",Related,Not serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL605846,2014,Striverdi Respimat,Olodaterol,OLODATEROL,ENSG00000169252,"ENSG00000113369,ENSG00000163485",Interactor,Boehringer Ingelheim,Long-acting beta2-adrenoceptor agonist,Other indication,COPD,chronic obstructive pulmonary disease,EFO_0000341,NA,Original,Serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3218576,2017,Aliqopa,Copanlisib dihydrochloride,COPANLISIB,"ENSG00000171608,ENSG00000121879",NA,Original,Bayer,PI3Kalpha/‚âà√≠¬¨‚Ä¢ inhibitor,Oncology,Follicular lymphoma,follicular lymphoma,MONDO_0018906,EFO_0000183,Related,Serious,"P,O,A,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3707226,2016,Defitelio,Defibrotide sodium,DEFIBROTIDESODIUM,ENSG00000122194,NA,Original,Gentium,Profibrinolytic,Other indication,Hepatic veno-occlusive disease,hepatic veno-occlusive disease,MONDO_0019514,MONDO_0002405,Related,Serious,"P,O,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL363392,2021,Livmarli,Maralixibat,Maralixibat,ENSG00000125255,NA,Original,Mirum,IBAT inhibitor,Other indication,Pruritus in Alagille syndrome,Alagille syndrome,MONDO_0007318,EFO_0005653,Related,Serious,"P,O,B",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2109624,2019,Cablivi,Caplacizumab,CAPLACIZUMAB,ENSG00000110799,ENSG00000160323,Interactor,Sanofi/Ablynx,vWF-directed nanobody,Other indication,ATTP,thrombotic thrombocytopenic purpura,MONDO_0018896,NA,Original,Serious,"P,O,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4298211,2021,Empaveli,Pegcetacoplan,Pegcetacoplan,ENSG00000125730,ENSG00000155659,Interactor,Apellis,Complement protein C3 inhibitor,Other indication,PNH,paroxysmal nocturnal hemoglobinuria,MONDO_0100244,NA,Original,Serious,"P,O,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL566315,2016,Ocaliva,Obeticholic acid,OBETICHOLICACID,ENSG00000012504,NA,Original,Intercept,FXR agonist,Other indication,Primary biliary cholangitis,primary biliary cirrhosis,EFO_1001486,EFO_0001422,Related,Serious,"P,O,A,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL2108676,2014,Vimizim,Elosulfase alfa,ELOSULFASEALFA,ENSG00000141012,NA,Original,BioMarin,Hydrolytic lysosomal glycosaminoglycan-specific enzyme,Other indication,Mucopolysaccharidosis type IVA,mucopolysaccharidosis type 4A,MONDO_0009659,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297819,2021,Besremi,Ropeginterferon alfa-2b,Ropeginterferonalfa-2b,"ENSG00000142166,ENSG00000159110","ENSG00000162434, ",Interactor,Pharmaessentia,PEGylated interferon alpha-2b,Oncology,Polycythaemia vera,polycythemia vera,EFO_0002429,NA,Original,Serious,"S,O",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL431770,2019,Nourianz,Istradefylline,ISTRADEFYLLINE,ENSG00000128271,ENSG00000149295,Interactor,Kyowa Kirin,Adenosine receptor antagonist,Other indication,Parkinson disease episodes,Parkinson disease,MONDO_0005180,NA,Original,Serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4298062,2020,Viltepso,Viltolarsen,VILTOLARSEN,ENSG00000198947,"ENSG00000101400,NA",Original,Nippon Shinyaku,Dystrophin splicing modifier,Other indication,Duchenne muscular dystrophy,duchenne muscular dystrophy,MONDO_0010679,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2028019,2015,Vraylar,Cariprazine,CARIPRAZINE,"ENSG00000151577,ENSG00000149295","ENSG00000078369,ENSG00000118432,ENSG00000128271,ENSG00000142319,ENSG00000147955,ENSG00000162946,ENSG00000149295,NA",Original,Forest,Atypical antipsychotic,Other indication,Schizophrenia and bipolar 1 disorder,Schizophrenia; bipolar disorder,"MONDO_0005090,MONDO_0004985",NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707229,2021,Tezspire,Tezepelumab,Tezepelumab,ENSG00000145777,NA,Original,Astrazeneca/Amgen,TSLP-targeted mAb,Other indication,Serious asthma,asthma,MONDO_0004979,EFO_0004842,Original,Serious,P,TRUE,FALSE,FALSE,FALSE,TRUE
